word,similarity
gift,1.0000000000000004
giver,1.0000000000000002
assistance,1
benevolence,1
savior,0.9999999999999998
rescuing,0.9999999999999998
heroic,0.9999999999999996
aid,0.9999999999999991
gifts,0.9350103834425043
saviour,0.9058222982287732
assist,0.894924823224968
providing,0.8747095913884871
provide,0.8654821633343095
help,0.8576125474988172
provided,0.8571387216003273
services,0.8552587949643277
service,0.8544069360763973
assisting,0.8500570589287759
helping,0.8445260428049475
christ,0.8430552204798315
support,0.8424499237933045
necessary,0.834715398209535
needed,0.834606007962979
ensure,0.8328504242453532
benefit,0.832655668872248
receive,0.8314790032439529
gifting,0.8302734360839469
vital,0.8281658128806236
required,0.8271924569634275
additional,0.8244993108699854
offered,0.8231004812649221
program,0.8224466441289257
immediate,0.8210226057133918
effective,0.8199861723813573
clients,0.8195650286289039
provides,0.8191709546213328
addition,0.8175504965041734
additionally,0.8169252275529905
work,0.8169212225615375
jesus,0.8165697756227831
require,0.816228970834096
advance,0.8160021785128982
information,0.8145628637270326
programs,0.814048233342405
needs,0.8137781440177807
helped,0.8128689172452205
also,0.8121556221522973
purpose,0.8121124015638858
request,0.8120050816610599
efforts,0.811671428982907
contact,0.8112631892363884
working,0.8112609274913768
offer,0.8112113183518878
guidance,0.8111708299160477
care,0.8103227781489366
special,0.8098232348797978
plan,0.8092558581107686
helps,0.8089011812953539
birthday,0.8088013370062603
need,0.8079148341391276
god,0.8075759032963734
must,0.807321664585056
emergency,0.8069114930186756
may,0.8067475275483894
staff,0.8063301670416602
benefits,0.806165922319699
appropriate,0.8059987259438878
regarding,0.8059816092814188
bring,0.8054829463153207
important,0.8053926495238494
essential,0.8044756976101245
rescued,0.8040107137071739
effectively,0.8032010430071028
comprehensive,0.8031348164251721
obtain,0.8030772183692441
christmas,0.8024481001378139
intended,0.8020679557392434
access,0.8019182358818591
effort,0.8014712976986373
aids,0.8012297916538159
well,0.8009267114337582
improve,0.8008504269737895
requested,0.800813300383246
giving,0.8006929812988908
can,0.8006734966201191
establish,0.8003996110860376
take,0.799656455209781
taking,0.7987575414848013
messiah,0.7986736181004428
behalf,0.7985712306415621
assisted,0.7982679341205502
personal,0.7982225466870396
sufficient,0.7974228626966479
taken,0.7974029845249155
give,0.79704092985117
advise,0.7966412865333036
seek,0.796559966226359
providers,0.7948574248787962
individuals,0.7947207699088229
adequate,0.7947055821019093
seeking,0.794689900759858
inform,0.7945201440330911
facilitate,0.7943152723356405
priority,0.7942418514425824
requesting,0.7941515349033872
rescue,0.7935636379011127
possible,0.7932776118465644
requires,0.7932173654845008
consideration,0.7929828112902927
able,0.7924593376657192
allow,0.7923571971327913
meet,0.79198694393912
opportunity,0.7919520255670046
enable,0.7917628153317524
maintain,0.7916336287650197
responsible,0.7915792564775114
raise,0.7911358688908914
professionals,0.7910273338519833
relief,0.7909749077101916
proper,0.7908253293520513
supplies,0.7902222271414158
manage,0.7899780174172998
without,0.7895741585572664
resources,0.7894324898225892
salvation,0.7894004627862089
informed,0.789363866352029
furthermore,0.7893323520248976
planning,0.7892157742075464
wonderful,0.7891374114149565
direct,0.7888947835368023
however,0.7888728810003381
plans,0.7887894108221999
likewise,0.7883831051825583
purchase,0.7879934262643578
requirements,0.7879626013199392
given,0.7878797172361726
moreover,0.7878005511849284
continue,0.7873844655618666
part,0.7871843593662567
order,0.7871539139882073
rescues,0.7865951662957974
health,0.7863106857509711
whether,0.7859878900049818
aided,0.7856971473862444
agencies,0.7854184030396721
make,0.7847230883009154
organization,0.7846887724512943
including,0.7845779096513175
therefore,0.7844410794335671
business,0.7842782035591351
obtaining,0.7841612066967859
include,0.783701255393433
use,0.7836205536416049
useful,0.7836053821683603
funding,0.7832150537359465
office,0.7831657363390181
ensuring,0.7824346519333308
lastly,0.7821649398723839
individual,0.7818314962666413
perfect,0.7815471282209638
enhance,0.7811149681412483
continuing,0.7809513519169609
holiday,0.7804562761669572
task,0.7804312395875213
happy,0.7799554927932983
assure,0.7796877276090967
means,0.7794602135061711
agency,0.7794312407157157
deliver,0.7789028123014375
valentine,0.7784043301491782
bringing,0.7783392455573768
responsibility,0.7781990355149403
assured,0.7780516635719046
helpful,0.7778547420809249
experts,0.7778331528801301
specifically,0.777832745672728
provider,0.7778174773026674
security,0.7776959489599241
making,0.777487600429995
hero,0.7774525063401457
heroes,0.7773289636091897
timely,0.7772632675048856
consultation,0.7771818982687697
involved,0.7770938882640052
organizations,0.7770597895969944
besides,0.7768139486272536
personnel,0.7767460030234481
needing,0.776420751284097
management,0.7763007207594138
importantly,0.7760301782277234
love,0.775961461321166
department,0.7759231748179564
present,0.7758362942088658
particular,0.7757709226728996
consider,0.775699973604944
policy,0.7756876064951879
specialist,0.7756302762213855
ease,0.7755747823247
directly,0.775110526746777
reduce,0.7750104719105589
supporting,0.7749865968105513
available,0.7747608962253001
ways,0.7743326158355782
received,0.7741588393409803
keep,0.7741025527787182
others,0.7738889467855864
customer,0.7736647106662803
advised,0.7736367318322427
advice,0.7734440218949847
guarantee,0.7733758229671924
concerned,0.7729936108962573
one,0.7729920267731246
client,0.7729802620778341
heroism,0.7728951380011785
put,0.7728368857378137
wish,0.7724900236007294
allows,0.772331298800664
resource,0.7722988412945921
regards,0.7722054775787294
offering,0.772191869819788
depend,0.7721435703689905
included,0.7720906956759336
many,0.7720549206564231
application,0.7720466989450775
thus,0.771875494405315
consequently,0.7716901612325838
pay,0.7715296697710164
beneficial,0.7715204451317798
meant,0.771412455594257
opportunities,0.7712046318459788
following,0.7711458279646894
insurance,0.7710711718712442
rely,0.770976273498861
includes,0.770956596995775
professional,0.770839599459951
financial,0.7706613744557606
expertise,0.770572343734614
cost,0.770562351164393
receiving,0.7703870077829099
utilize,0.7703812090738701
keeping,0.7703706501019896
conjunction,0.7700826157847276
